Major Group,Minor Group,Broad Group,Detailed Occupation,Occupation Name,Group,Major Name,Minor Name,Broad Name,Description,Sample of reported job titles
17-0000.00,17-3000.00,17-3010.00,17-3012.00,Electrical and Electronics Drafters,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",
17-0000.00,17-3000.00,17-3010.00,17-3012.01,Electronic Drafters,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Drafters,"Draw wiring diagrams, circuit board assembly diagrams, schematics, and layout drawings used for manufacture, installation, and repair of electronic equipment.",
17-0000.00,17-3000.00,17-3010.00,17-3012.02,Electrical Drafters,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Drafters,"Develop specifications and instructions for installation of voltage transformers, overhead or underground cables, and related electrical equipment used to conduct electrical energy from transmission lines or high-voltage distribution lines to consumers.",
17-0000.00,17-3000.00,17-3010.00,17-3013.00,Mechanical Drafters,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",
17-0000.00,17-3000.00,17-3010.00,17-3019.00,"Drafters, All Other",Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Drafters,All drafters not listed separately.,
17-0000.00,17-3000.00,17-3020.00,17-3020.00,"Engineering Technicians, Except Drafters",Titled,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Broad Group,"Support engineers in research, development, design, or production. Collect data, run tests, set up equipment, and help ensure quality in engineering processes.",
17-0000.00,17-3000.00,17-3020.00,17-3021.00,Aerospace Engineering and Operations Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Operate, install, calibrate, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",
17-0000.00,17-3000.00,17-3020.00,17-3022.00,Civil Engineering Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",
17-0000.00,17-3000.00,17-3020.00,17-3023.00,Electrical and Electronics Engineering Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, calibrate, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.",
17-0000.00,17-3000.00,17-3020.00,17-3023.01,Electronics Engineering Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Lay out, build, test, troubleshoot, repair, and modify developmental and production electronic components, parts, equipment, and systems, such as computer equipment, missile control instrumentation, electron tubes, test equipment, and machine tool numerical controls, applying principles and theories of electronics, electrical circuitry, engineering mathematics, electronic and electrical testing, and physics. Usually work under direction of engineering staff.",
17-0000.00,17-3000.00,17-3020.00,17-3023.03,Electrical Engineering Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters",Test or modify developmental or operational electrical machinery or electrical control equipment and circuitry in industrial or commercial plants or laboratories. Usually work under direction of engineers or technologists.,
17-0000.00,17-3000.00,17-3020.00,17-3024.00,Electro-Mechanical Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Operate, test, maintain, or calibrate unmanned, automated, servo-mechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment at worksites, such as oil rigs, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",
17-0000.00,17-3000.00,17-3020.00,17-3024.01,Robotics Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Build, install, test, or maintain robotic equipment or related automated production systems.",
17-0000.00,17-3000.00,17-3020.00,17-3025.00,Environmental Engineering Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientist. May assist in the development of environmental remediation devices.",
17-0000.00,17-3000.00,17-3020.00,17-3026.00,Industrial Engineering Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",
17-0000.00,17-3000.00,17-3020.00,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Role,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters","Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.",
